,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30
sample_10,-56.95938285673727,23.49365188146477,62.22215391088403,-4.7500212955931564,24.141894463566153,37.75320794800795,11.809875315734079,2.7643293967989004,0.3535796583131239,26.09453038895851,-3.0753058167142298,18.486678385254177,2.4948230429312934,1.8159011009326267,-1.7021449395401944,-8.395748915474135,4.8856726532755355,25.97519344807412,-11.581474781921026,19.71254240917191,10.529177198267746,10.587859853623108,-4.691394110224299,-19.678185454617246,12.199366714043832,-5.612602043500091,-12.635640768713767,11.885239470927939,0.7670231414614044,-1.42916675182303
sample_11,175.49065400608328,21.67068983102435,13.345588555063095,-14.460146180789149,16.65647178762305,-4.8624413964948685,5.6473128008830935,7.489491506238203,42.54959357031164,23.40569490319062,-5.486637610732473,-9.402461231051424,4.891137803053807,-3.765587110064263,-11.975318353945116,2.0205955754903857,3.304029802145723,-9.765153981541886,2.399407953335135,-1.5537934032849063,-7.0438486164887895,-0.51671348351231,-0.7471583879198606,9.871306373556981,-7.85905661593281,-1.4986236178333472,-12.195266777792202,11.836884071546732,-5.8393926674314685,2.6645844889001333
sample_12,-34.732918789796436,91.65867400226597,-59.55944870950822,43.373490083965265,-11.630859331585635,22.0412017665861,-16.58023883992613,-8.742686672573344,37.5361476363241,21.229829657148315,16.59395285267328,3.9876470603859584,-5.472831886225867,6.098599018360019,-1.0265828636117333,6.046192310015865,6.346079039580303,-23.725292959111176,-4.291233503806696,-9.48945580528736,8.203543578306599,6.175288625907119,5.672593564697653,3.241743736081247,6.209129428997019,-2.76522692527768,3.3621199364274794,3.971469364241257,3.4794389409495845,-10.536493690717736
sample_13,-62.37754857655825,-23.678524216136392,28.321296474958288,-50.66439937198849,118.51640173734418,-20.727489319953637,16.698004704015165,-37.70577658879711,-0.48716033557340443,-59.45712920536804,-34.35333845450683,11.051305152005437,-5.160586888224877,19.828297098294822,-9.687035986748047,21.298840543701132,-14.2353291204984,-5.80015532866554,1.235964111199202,11.28335900502561,12.328089029064136,-9.640215235254713,12.135319170890908,-5.789427411933237,9.2332753412165,9.287310074031188,21.764570325007877,-6.670454823919162,10.736168193491931,11.746625046565788
sample_14,-77.82495533664766,-8.14255344281952,56.75522579263629,-71.79199089658091,21.977194568443807,-27.46453728080195,30.0326628292502,3.829322568037043,0.8539122591850198,-19.598147808408985,10.191012484546105,7.259629026769572,-25.026535476075985,14.031573162007659,-1.6892502854159326,4.772392380577484,31.745611734659818,12.309152478552438,3.325676358518319,-5.127484412153246,-11.943067218355079,3.054158346592466,-5.704799197011764,6.9252432585350725,-14.600967418581638,-7.103153981130783,3.94783672957997,13.667656695906631,-3.6322585417763236,-25.159685265376563
sample_15,-44.81211522888427,18.3616505200612,86.82122335171309,-10.182112382362694,-7.556701142730377,29.088748976577403,16.737583244930025,-0.6776030369508661,-26.838310302923762,-4.893029934591019,12.292681287279017,-28.486654592990938,10.945192839451428,-10.367605073788269,0.5273592120908474,-17.30063176279103,23.509132658932067,-5.199023862193604,16.43464852914196,0.5893276135879774,-1.6374657110241755,-4.116861078284499,-6.501964399009242,-3.3456267973626943,-11.983683023228611,-7.966167192339287,-4.01610890815574,1.6907800004814924,-0.8926870698014255,0.4367635817011323
sample_16,8.281098554567295,-60.89168223500482,-7.042402173137032,91.09078931498208,-4.639792114563192,-46.42539872138445,38.03492426295028,14.743162993975348,-4.224993075997724,7.549486265893668,17.311750368095456,-35.3548878128644,-39.20776542874599,5.051937997132185,-2.6555524831035604,0.45730119515052164,-9.954851998788392,25.687349879725275,-12.658979723721018,-14.56591022607894,7.872896941798822,8.643561081412466,-14.513916879083324,13.769628156678575,8.471312735246835,1.7394888283843593,9.099374582760229,-13.44213829897688,-11.450192732558891,-4.31513379460071
sample_17,147.7674101199874,34.36502790297764,2.975600630808199,-20.53821901023246,0.939222579950894,9.634262165333633,5.060374551465047,30.475908511982546,-10.135088047394593,-4.180756624842142,-6.390852209914279,-13.212576438701412,1.2499922952102536,-19.75105629267141,-1.9526057857453742,4.791612210968614,7.495967939537476,-4.421604779222328,-4.576774451221836,2.024923517126096,8.944425693452201,-11.410637418572616,9.679354531524314,3.901425403345106,11.025813946687848,-4.025728390231306,16.081017835987844,-17.056146002058217,-4.361960488123428,-6.786935084361364
sample_18,149.21095327124266,22.949225481505607,8.862923637328706,3.324247158770752,-20.528110040910672,22.2524387517519,-8.025357688728805,-31.990302304302926,-11.306312474489513,-3.515104527136919,-4.322129755244294,5.367203845950225,6.566797007142817,28.26696813360952,-3.1290637186907295,-15.828471673736429,-6.952138760221188,-3.694509182722247,-0.04541190782898278,18.745856022158332,2.2042463005693604,-11.117026387677221,8.110981950921468,-4.07570409957821,2.6788107935851393,1.2133564915978452,11.433155300339422,-7.403604494714134,-12.01990428612614,1.26679659823917
sample_19,-60.97252843235517,74.48611398666974,-76.53030552939936,-2.750670904518753,-28.729838202167095,-10.798574447083643,-15.738235378696446,-12.629427236133298,-4.437231343783008,2.461849191577887,15.309473713791213,-1.234225379449988,16.31991044136524,-7.87094527374038,0.014561905833607674,0.904104181081205,10.704313609171262,15.300663193178305,-6.432449047034097,6.063659411340426,15.054200708565514,-2.2985478469216223,13.621180350281024,1.3854009011598356,-1.674909042477008,12.220327678618817,12.64771275036814,-2.0285490339595134,-17.029653942271903,10.392118556172223
sample_20,-46.46660289699937,-14.857949970288892,85.35406381448432,-57.18107731662129,-69.52893072529103,-40.27675123245553,-3.69658420543248,-24.18008159943911,-28.815889538835208,-38.9383648251059,26.843603942898586,4.871067040748767,-17.15178812704271,-58.52808388935258,-7.099471235695728,9.589730316864129,-9.153254497241095,-22.161726544914927,-10.64148005501807,-11.794311480408087,-18.09828932347368,-14.734094120835318,23.250050332965515,11.597028968758606,6.963643759231427,13.572426731571241,-9.818066250785204,9.817248880966472,-7.410749194583125,-10.259871223120397
sample_21,93.8302710660804,-30.581317017074877,-3.098672115775904,-27.18744123983143,-12.129639790274515,-32.40626917060552,-35.72527786025444,-52.56113085898469,-5.279414802613783,-47.72551898889371,29.711150539801196,2.942100507416626,-8.20702659891816,3.2446113493922653,49.84663973974253,-10.658497907674246,-11.78737872798083,14.256021810143944,-6.852302464969742,-7.355655210295988,1.1743315870024638,19.06110782529279,2.940193624474011,-11.548788849132157,-0.3991237253857796,-6.525086296767501,-13.960359736103813,34.344412897392225,6.52629670913599,3.2771701419718506
sample_22,3.361047421355379,-41.16660101120757,-9.974472406814533,83.02489056290933,-17.723888685137464,-37.52863259739376,15.030196827688183,31.104028454454614,-8.25127861780061,-22.661444232174382,-34.90917822648482,-7.584987105492142,3.6953911633035643,-0.011424412355181766,3.972360516146657,24.955903404929334,-17.80937694987359,3.38758458476939,5.832306167984838,19.113272159194306,22.708847560845854,-3.3800037844139292,-25.074716241421072,-28.13631985732456,-11.358771068992434,-11.83266472336491,21.74617971105492,-0.5912311161550449,-2.182799039713968,20.654602178288958
sample_23,-86.24840222884212,-31.195730542604704,44.22643631186917,-72.68000795864936,74.11870296547387,-61.93026320838597,39.05983421972776,-27.14714344076046,-39.32221109631638,4.524701099687949,28.151250026410246,8.218624819448726,-17.410060592933558,2.3103885960896027,13.766880341166408,4.193063076796293,36.608128524508494,-14.062055352622625,3.4198809258226883,-14.649954805967658,-8.997371350408425,-2.462732736144642,-18.680923608231062,31.334952584823025,-10.217302214360158,-10.20782395727775,4.832454720340603,1.3194779301842203,-11.878977246379613,15.830221666920917
sample_24,176.6309037315232,21.40542078649783,4.125311343309415,-62.723032569505705,-47.24553897318977,-45.192401338691354,14.035317131123742,-2.8182455424935453,2.024843426800638,31.46091536872366,0.018792306333081966,2.816235770642243,-6.709345293064757,-5.831920886900542,-8.023296606564255,2.427770631507531,9.058799822766474,-4.174867887273265,7.996760338449244,5.060994822804849,1.2706406083155313,-1.2812042646486401,-0.19546626368647815,-5.316484363697346,2.3279043992740722,-7.012855295149103,-10.791687043329652,-3.609389879520138,0.9114697232617226,3.079790186653522
sample_25,14.81682506273255,-14.397496594319904,-2.107107821644877,115.99892304368196,-24.156504416101857,17.979594077350562,43.700957001557676,32.36106287653324,18.426653819952346,9.17093971211338,-47.615861154413054,-6.120864689127522,-11.253117754357234,8.506557936640501,-0.40932517362423476,-23.561173400197962,-9.301464566454053,-10.18945099700034,-4.696101388028019,-11.58161297420226,-17.841130754898852,-3.619361358072379,21.343424270389722,0.7164447854189319,10.781844995150232,0.6890498506486802,-0.2484394092339686,12.333396976515502,4.724609428684854,-3.6952985832449086
sample_26,-14.521150207161732,-102.66431560820622,-98.80267922870534,-63.80929654152004,-16.048219932418263,52.113396010465195,14.364510518503105,-1.1701175472906382,-10.054289304475425,-2.7632568596830627,-4.444397182820986,-10.729762740456014,-9.183271853666056,-9.899046804965135,6.582474284983343,-15.350613514571096,5.624661983229281,-1.8505667500842646,-9.281399958643481,1.5481002782042201,8.440471905841507,-12.216052819510322,9.439640409069241,-2.488147988636219,2.0973481361741886,-2.4073522431778884,-11.836022132625775,-6.045539091940464,-4.446521497119901,-8.485108219979166
sample_27,-55.318231863884606,5.070459371074102,57.846262424784456,-46.22445571758094,-7.458292779571761,-9.74268596208257,38.78859970669802,-14.49999888867904,-0.9799654712595569,-0.9365533811798611,-24.13259658255211,25.61188393921568,-3.0408991794814986,26.06410465424693,12.809119098815827,30.72553434518407,6.9505770942185325,7.660467486591745,-7.604027896586863,-15.133666503507381,4.759520030998238,-22.438725619703035,-7.49406757328274,5.459293893071849,0.9878273290347391,-2.3356706897340027,-11.68729940690938,-19.532038138389105,17.652941918593815,9.941876914672015
sample_28,-31.490626273461714,-36.035608257000405,24.927924734477813,17.72561372441603,-16.067831769585393,-6.991949247274363,-99.48028482802626,18.76073653095455,-1.9302395249913127,6.9135717813921636,-7.323885717467802,23.4371155623178,-18.243643653392656,16.15509207995144,-5.375864947330129,1.2130938783898244,22.79887317991328,24.668666643573943,11.500907335478594,12.94957124416368,-3.0507786779016595,6.826928037237305,-4.65317116093031,-7.858227095717469,14.438316223177758,-8.241257278118214,2.7489713806395617,-3.736768185163636,4.6028034337904575,8.618100996306662
sample_29,-51.650343453542924,-9.595570666253087,7.621814553061211,-29.235070968688984,-31.780088496116512,-25.959688217100027,-86.6508786832028,92.5284045284818,1.6847039520598552,-56.92113650429676,1.6320191073745836,59.69957137506042,-39.29612472105624,9.843864808764435,-34.075649452651085,-16.521522561460998,49.133671760814316,33.03826214597062,4.138460347944664,-32.27000162437573,-15.09459355070482,17.64530817595926,-4.721061735059349,-22.978000630165482,28.955328632838818,-23.843877309813763,-13.394833444090432,-1.8777871655416505,5.979918780591429,2.1458540784139157
sample_30,-51.304881760507946,-16.956348523809446,68.55010488157264,-36.237743753558235,20.03469287908723,-32.09644798004787,24.553014018592098,-22.683859033327707,49.7648824375804,-8.12189304211719,2.2532606869800946,4.010967120230933,-8.892236943212929,12.267995347397768,-3.7267217409030766,-3.1410384017697446,-10.992521215312165,-25.546282385810375,-22.397323792679988,6.616028491494268,1.9645070076051887,-10.72682579523004,15.87359188679882,2.7742678949854644,-3.2067641348127816,9.218796210657873,9.994104786731965,11.221629145943144,-8.941646757129696,1.4052672254285064
sample_31,-61.775443435222336,-4.833271904008597,83.08012789962936,-49.9403318938625,-66.41196255379602,-14.297699452298447,6.72113726835869,-0.999925761919307,-29.88982460259715,-13.852094887909958,18.52796461295917,-23.029327713987456,10.92905691685376,-24.37873739491908,-9.246220052796838,-14.599432105163357,11.984861358506746,-22.037385706202464,-7.534425703840268,4.37472142354506,-14.120533968622107,-0.5807427555922108,4.299617584423827,-15.497929917856956,2.933749659616484,15.531214244549322,-4.078477818006656,15.945102082192976,-10.841968609968205,4.313280018528728
sample_32,130.99173539643465,8.213730044395609,28.9574123876952,10.938459893178736,-25.814471209581633,4.249367182361626,-30.728137809613415,-57.98979606074111,16.382286847836514,-11.852085837407564,-23.3435713833431,-7.9080441304902545,-1.6997352158831376,4.053645697947447,11.672637787757823,5.18867612025327,18.212028940421916,-4.58164739073171,-7.13117904577527,-1.727477972064916,-4.530632577273214,-7.321375372420774,5.650270175521582,-13.693725520777235,-10.663714277555869,-8.30474306461109,2.8693517364689116,-6.517380702222034,19.38747845433854,0.13419173205735954
sample_33,-32.46906393723455,12.524891779884411,46.25039294999678,21.4884293801175,101.28113906850916,53.29702919505736,-4.272178227578882,-34.33320165931144,18.43139274110332,41.79976947984929,-24.505965703659516,21.543462567998098,12.023489500596751,-3.453656277257444,-0.8305159191347875,-8.555543132109412,4.369040889667262,17.259611531618177,-3.2310378943062488,-5.660426643292257,7.252893059105518,-3.699174456598755,5.46602978415062,-10.48337509289648,-3.528573963723839,-0.4934400003544488,-5.1662876623385365,13.995947986814903,-11.3439463480804,-7.69486262521943
sample_34,-54.646527263454836,96.59763701020451,-63.39300656279612,9.976565531560595,11.297274804705435,5.553298864462801,-20.161866043590766,-7.365162489248259,-6.492007803774003,-13.86348388348898,-13.600407707603672,-7.515535116990554,-4.421771892462187,0.28510467712532056,2.215884091612225,-9.455604627420309,6.810720140560972,5.505129613812294,-2.8179628673083625,16.4328286649627,6.275839669119849,-3.237164650592629,8.884090388652787,2.8762674301966444,6.0756409033923955,2.631129482760329,9.031617479746833,-2.643422568852633,-12.663789950771093,8.027174847155841
sample_35,-63.325280062043085,-7.387335824066106,69.51511744241516,-53.212937400774166,-8.6718271611046,-26.501543854787894,16.038787458584277,-20.823195694661397,-17.64082541936684,-14.548349061201455,1.1418522728773746,-0.12083562935890976,13.613775095752171,-3.3843995501519566,-12.55848910041558,-2.349928769321632,1.1706771263598013,-18.589538109691084,-24.734081667454475,13.83498663139988,-0.6088227983003648,-11.255487665939539,19.68671036896115,-8.47040171422741,5.292108952320241,18.539701278727204,1.7672826694074133,10.33667397152897,-7.374192058950301,-18.71662043859096
sample_36,106.7434032789033,40.37995286376837,0.33694231689624343,-18.415152151932016,-9.928397527841478,8.422959710837327,5.565300112113668,53.70862550624498,-59.74166496141811,-5.323941241811935,2.0222887495105217,14.446414987619336,-4.269563957708265,10.511651941784564,2.451047708778281,-4.502376697801001,-2.4689274551431803,-4.897934110344279,1.6639456954433984,-9.00637650552745,-5.108409749765147,-9.395083836231315,5.643108206968656,-19.03138862153139,-2.8452597971756006,17.90461861015821,34.73180510893566,-32.50280148095497,-0.43021166126658267,-10.786621179545586
sample_37,8.131986283275364,-3.2174479981998987,-1.2831244001557283,125.87088578993657,1.1116718747673136,17.501188491144546,52.04616454714108,45.0308135766009,4.528924647970987,40.27279937394467,26.666799473751013,-3.043117861825213,-42.70360689227986,-13.171587732597258,-23.152174309488917,0.6891187513999503,19.422210664550345,24.64304323985337,-26.512053603712502,30.484275624952584,-54.2699124147797,2.8873411499187647,-18.736180303277912,-16.907857627438887,-25.414174966758402,-5.6914449683297255,6.105867651061777,-2.188842606172349,22.475825682476795,1.1576144410576827
sample_38,-56.63015502367037,-2.1657380447393564,64.13290677575745,-24.62106771171454,59.99978180464454,15.294555025824152,47.54925299825449,19.453099994604877,11.51746355266187,13.51987923738913,1.0499152080585001,-7.041903017539966,2.0611801448941813,-4.572756710878489,5.9098959677015825,10.329149081913256,-14.623393402679868,-12.034705404275927,-4.874303963420721,-11.043156242755517,13.327204745114903,-32.80344525137817,-17.275441325130934,5.098130887958194,2.775612686850276,8.876056120562867,15.496035332998051,-5.460380811524537,-1.221956752249522,-0.33999933766183715
sample_39,-59.49627790469963,-11.452452531836716,35.43032628337469,13.083187906721431,103.24742101341185,20.246155902784164,-3.0534956507771422,-16.877668765343433,-15.794754753736486,24.804582196751113,13.852862733634627,15.265860300281394,22.949771894591493,-11.616037354620948,-14.631541849792525,-20.40832002441304,14.971857123579486,10.363320260944118,-2.745985726302306,12.951820055281116,-3.4261049724145947,-7.2060554148202876,-4.086316013631552,-1.9392508486371272,8.543982783811764,0.5665639375803846,-8.069115821487287,-15.856211633897043,-8.603416199531669,-4.4214177957708705
sample_40,168.39510296014967,37.823017946071104,23.31695267938385,-21.187841680033195,-30.828875933114293,-2.8261025625340874,5.484965568062398,19.63688523104964,15.840773244852297,10.709904074870295,-9.315676978866215,-15.09862053548167,-2.670731629608519,-6.037852855063989,-10.668749715731632,7.419642843718131,9.579703076039978,-5.6841994556961835,2.5410918551581965,-3.744893821532035,-6.0005812109832934,3.975337153155828,4.023079017568982,1.5758529624716338,-1.947957401885517,-2.001525313411452,-11.731370735517206,11.431708722911786,4.557071362288011,6.262461321131499
sample_41,-61.107307515094675,126.4616459496199,-91.804280690617,-0.6864347065681999,9.549295901306143,-4.566113357707234,1.150047345631814,11.962628873609491,-21.41156104875755,10.5853580533815,10.418477121655929,3.5697876563092366,-7.941032647188978,13.171698827604981,-0.996184738747641,10.115176227955368,-5.213935036344006,-32.0075078687459,-3.1638432274841213,-18.41102636360339,-0.06194310747414105,7.974826791036694,-7.619854802114477,-10.052109681451707,5.234150470757539,-4.274922675445642,-9.139747078399564,4.697230117117998,14.97537565038496,-9.818610320877616
sample_42,-45.079977457507304,90.24365492287183,-59.471402332231314,27.78848539646218,-10.642360183860262,20.51228795393476,-11.864766866037268,21.503069315483405,9.87135211504889,-9.553956405860308,8.986878213057635,-15.548748976792451,4.323144366138891,5.646153156147767,4.472083383413818,1.5628997824104043,8.381953145531726,5.73293278606715,-4.6939162487374055,-2.221147343822924,12.514239177403073,-3.1350376466744736,11.0831955536672,5.945708791497694,-10.938460435503082,7.851410636220029,14.900045269576273,-10.53612585794098,-16.838438052033442,18.616134406048594
sample_43,168.49280943142662,31.455107938610997,-3.3505182835945093,-38.07128967638109,36.44468866906617,-16.10229799897263,13.146272933711586,19.142303059372978,-10.155498959107273,17.58128794372078,-15.541147015732557,-1.3683683470923163,-1.3411137909564401,-8.635859236451891,-27.2884842109851,11.805330844477012,8.513134260162941,0.6139902561561846,14.864257069251968,-2.019751468378053,4.297882220822269,9.040924007574901,1.7906998514289507,12.632706731236864,-5.708335283622806,2.200364969777131,-2.110960804871562,-3.9851302645523634,-4.008429091147057,-0.9913296044700759
sample_44,178.34755526159643,34.61096458700389,5.143009774634261,-30.707748549952193,17.213650320224026,-8.789995574630197,12.648029715981083,19.223807915366482,18.331433138332848,26.26118459499918,-24.074339743338253,-7.8610899846837095,10.799858044875267,-14.701263846357286,-26.264771669601352,16.88241693056443,7.897247950618646,-8.979057224394559,5.948596068344654,-3.6241818652744593,-0.6376854255178012,6.0300530237762375,-0.369686905339367,11.724684139691847,-5.106369213889074,1.3952325511051429,-9.563913595171554,5.298640199919338,-2.1692841227371735,5.004023771293295
sample_45,-51.05890207004619,-7.209909484589839,85.22950358900303,-30.57494127549875,-33.41076921911145,-4.75907418968491,1.2186114948391746,-24.65136415114271,8.021838403359038,-18.788250139101255,3.124015808490791,-11.729195475839742,0.28559679241737074,5.720171592984075,-5.053895297578873,-10.798581069360699,7.461589966104683,-20.240898286668422,7.320665980623472,21.942093157722752,1.7804071583000223,30.156292720340424,8.557738780219408,-4.088441669830279,17.73930441244945,1.4085453742453071,12.399654980249112,7.037333730021601,-1.780755633094789,-2.04817923757981
sample_46,-44.17799731860214,124.37193708065294,-84.38613044945048,13.1242474250541,73.06148974699923,30.73131955102645,-23.80200140932778,-7.8107683373138395,-46.695807410965024,-23.896486638187962,-34.74216695865587,19.42365124240078,-23.301265946698702,-4.695900777600182,4.666358557374058,-0.9374698906106684,-10.522852483106854,-47.026909987060606,-13.32318615437431,-19.348710982548862,-42.76492808988484,-6.2049536128808676,-40.55357004462388,-32.65664734973068,6.560939289763871,-3.1727048368189457,-26.344397827213427,4.850038109816693,-29.97562416526764,32.792806387730536
sample_47,-38.56790969348019,-133.62467718960153,-121.32028212730901,-90.37715693972584,-5.924343818786361,27.839149576483244,32.97344590743035,31.411420840715206,-0.16691768075781285,38.095333128854854,6.965855743367504,-11.657004395524789,2.2530663918848335,-2.069611818172494,0.24632299298081017,17.523223331727532,-9.81938942077942,1.8838239586743277,1.182456693293329,-5.10760529187387,-18.943518709898573,-1.898366398812592,-0.6651678560762039,-8.45205196321088,20.05082094757484,-0.49302650620016525,-7.1028211731609785,8.208467378382153,17.656239225363887,6.993082129251936
sample_48,-55.02091583362935,-22.245372283515405,79.53551481226137,-34.03387514418006,-12.38904349039474,-23.569609164759736,-6.5707770715956535,-15.985858382502135,19.262620739031522,-17.565775948348225,24.714791233167922,1.961796857532037,2.3458970373495847,-17.911973784070604,-28.01355777159094,-10.526790236323695,-1.6964542896650188,-12.375989153509645,-7.219180351274897,-9.486437396984208,-10.163875106429467,20.293104191923476,-2.0739529675754436,6.217931934018945,8.578620183020785,-13.718153503636621,19.95142280059975,-0.01801483832804848,-4.2716960832043185,9.967568372066538
sample_49,-10.330009366324223,-56.082695628759254,-10.306373408338473,75.28674251744029,-17.89961629616618,-32.68721929611726,27.98416878622987,27.38858975978891,3.7532238633814208,-29.516062028065274,-18.815309219895546,28.002537803769115,36.944423098055324,-19.428573005411693,13.891145519491518,-17.793621308834048,38.84922793202376,-10.821805300380639,-12.526660858572376,6.673661296820346,0.09015057494005568,30.84405987152489,-3.1176225317787614,7.125317209661787,-2.9448948177950407,45.22113540443882,-8.743496733204337,1.014256811669174,4.91377361555832,-4.4885964186394665
sample_50,-55.17892231603299,2.263673281059785,71.81049604601967,-53.768147721684514,-33.813948839759,-11.988151923286187,48.55059322920968,-5.6432156422906425,-3.544840044373957,-27.81323446562781,8.638694106421605,-22.552468731157553,8.324797984023176,0.16767963982446782,22.036749581574572,0.06373041385753987,3.546374943690421,-5.840095774209569,0.321128820255462,-1.1271065724220786,4.892865755385073,-25.884081395892395,-10.582458127784717,-1.1745517277677395,-6.180584328101687,-2.847857457541634,1.9179397331220218,-17.4188317848353,-2.6394854019550684,-14.822329157051286
